Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Time JD
655,-9565,132,P,-1.4633,0.1684,-61.3,-122.5,0,72,0.0,0,2169090.1428819443
654,-9560,99,T,-0.6788,1.045,-57.4,94.3,47,323,204.0,179,2169237.8265393516
653,-9554,104,A,0.6512,0.9537,58.3,-167.2,49,212,222.0,239,2169414.5354745374
652,-9548,109,H3,-0.0068,1.0176,-21.6,-155.1,89,348,60.0,100,2169592.446458333
650,-9542,114,H,-0.1404,1.0049,14.6,88.3,82,13,17.0,32,2169768.759560185
649,-9536,119,A,0.719,0.9563,22.5,49.7,44,168,227.0,304,2169946.8486226853
648,-9530,124,T,-0.8886,1.0496,-39.0,-109.7,27,11,360.0,250,2170123.2850925922
647,-9524,129,P,1.4431,0.2132,65.5,6.1,0,164,0.0,0,2170300.9446875
645,-9519,96,T,0.9078,1.0597,82.5,52.4,24,122,476.0,197,2170448.705671296
644,-9513,101,A,-0.9131,0.938,-79.6,-116.1,24,60,574.0,261,2170625.1617824077
643,-9507,106,T,0.1763,1.0224,27.8,-112.3,80,169,78.0,131,2170803.310474537
642,-9501,111,Hm,-0.1694,1.0033,-24.6,-172.2,80,13,12.0,20,2170979.4683680558
640,-9495,116,A,-0.6097,0.9636,-22.2,140.3,52,346,165.0,258,2171157.639074074
639,-9489,121,T,0.5277,1.0469,19.5,-8.9,58,196,183.0,254,2171334.044884259
638,-9484,88,Pe,1.5587,0.0121,72.0,-86.7,0,91,0.0,0,2171482.007164352
638,-9483,126,P,-1.3717,0.3278,-71.2,167.7,0,306,0.0,0,2171511.6954166666
637,-9478,93,P,-1.4219,0.2156,-71.9,166.5,0,77,0.0,0,2171659.3260416663
637,-9477,131,P,1.208,0.6174,71.6,167.4,0,246,0.0,0,2171688.7184490743
636,-9472,98,A,0.7947,0.9693,45.2,-66.0,37,155,180.0,169,2171836.143761574
634,-9466,103,A,-0.7438,0.9829,-38.0,60.0,42,21,90.0,99,2172013.7967476854
633,-9460,108,Tm,0.0419,1.028,-6.6,157.8,88,164,95.0,165,2172190.5769560183
632,-9454,113,A,-0.0027,0.9481,11.9,13.7,90,28,191.0,400,2172367.970405093
631,-9448,118,T,-0.6454,1.0501,-51.3,-55.5,50,337,217.0,216,2172545.213518519
629,-9442,123,A,0.7441,0.9432,61.9,29.8,42,205,314.0,297,2172721.981284722
628,-9437,90,P,1.4069,0.2537,67.4,-131.4,0,177,0.0,0,2172870.3680324075
628,-9436,128,P,-1.3369,0.3759,-70.0,-162.2,0,216,0.0,0,2172899.864467593
627,-9431,95,P,-1.226,0.5814,-66.7,116.7,0,356,0.0,0,2173046.6952430555
627,-9430,133,P,1.4562,0.1681,69.4,106.7,0,335,0.0,0,2173076.1393865743
626,-9425,100,A,0.7728,0.9404,27.3,120.5,39,184,348.0,431,2173224.6827662033
625,-9419,105,T,-0.428,1.0689,-1.7,-98.2,65,354,248.0,398,2173401.2871875
624,-9413,110,A,0.0988,0.9175,-17.9,107.1,84,188,315.0,683,2173578.7099074074
622,-9407,115,T,0.3157,1.0771,41.3,-4.2,71,167,263.0,358,2173756.0050578704
621,-9401,120,A,-0.5795,0.9318,-56.5,98.1,54,23,313.0,376,2173932.689988426
620,-9395,125,P,1.0929,0.8316,64.0,-19.0,0,32,0.0,0,2174110.65369213
619,-9390,92,Pe,1.5295,0.0237,61.7,-76.9,0,244,0.0,0,2174257.395891204
619,-9389,130,P,-1.2339,0.5649,-63.3,-108.5,0,141,0.0,0,2174286.9174074074
618,-9384,97,A,-0.8597,0.9462,-41.1,-141.6,30,325,376.0,314,2174435.4838888887
616,-9378,102,T,0.8103,1.0494,39.2,20.3,36,216,274.0,218,2174612.0222337963
615,-9372,107,A,-0.1253,0.9393,1.1,-173.6,83,332,227.0,424,2174789.4999074074
614,-9366,112,T,0.1219,1.0443,2.2,114.3,83,209,149.0,228,2174966.691423611
613,-9360,117,A,0.6104,0.9659,35.5,129.9,52,144,152.0,188,2175143.590578704
612,-9354,122,A,-0.6249,0.992,-33.0,-96.0,51,35,35.0,42,2175321.209548611
611,-9349,89,P,-1.3786,0.2979,-61.7,-71.4,0,244,0.0,0,2175468.5316782407
610,-9348,127,P,1.2963,0.4525,60.9,-72.0,0,92,0.0,0,2175497.968553241
609,-9343,94,P,1.4807,0.1421,62.0,-160.0,0,303,0.0,0,2175645.7877314817
609,-9342,132,P,-1.4095,0.2623,-61.0,122.1,0,80,0.0,0,2175675.438449074
608,-9337,99,T,-0.6916,1.0465,-54.0,-33.8,46,320,213.0,185,2175823.1889583333
607,-9331,104,A,0.7295,0.9528,59.6,102.3,43,222,251.0,232,2175999.812291667
606,-9325,109,H,-0.015,1.0166,-19.6,76.3,89,342,57.0,94,2176177.8059374997
605,-9319,114,H,-0.0631,1.0074,17.2,-16.2,86,18,26.0,46,2176354.0523032406
604,-9313,119,A,0.7154,0.9547,23.1,-78.1,44,163,234.0,309,2176532.196701389
602,-9307,124,T,-0.8122,1.0539,-30.9,137.9,35,14,304.0,282,2176708.5915162037
601,-9301,129,P,1.4383,0.2213,64.5,-125.1,0,154,0.0,0,2176886.2808680558
600,-9296,96,T,0.9801,1.0549,78.2,-170.9,11,13,997.0,162,2177034.017210648
600,-9295,134,Pb,-1.5159,0.0223,-65.2,-125.9,0,20,0.0,0,2177063.2983333333
599,-9290,101,A,-0.921,0.9385,-84.4,107.9,22,73,599.0,250,2177210.501574074
598,-9284,106,T,0.2482,1.0204,34.7,139.0,75,173,72.0,116,2177388.611967593
597,-9278,111,H,-0.1817,1.0041,-28.7,61.6,79,10,14.0,24,2177564.8202662035
595,-9272,116,A,-0.5397,0.9639,-14.6,33.6,57,350,155.0,272,2177742.925821759
594,-9266,121,T,0.5085,1.0458,14.9,-139.2,59,193,177.0,256,2177919.4009953705
593,-9260,126,P,-1.3041,0.4423,-70.5,53.1,0,319,0.0,0,2178096.976759259
592,-9255,93,P,-1.466,0.1351,-72.0,33.1,0,91,0.0,0,2178244.656851852
592,-9254,131,P,1.1863,0.6578,71.0,27.4,0,232,0.0,0,2178274.0689814813
591,-9249,98,A,0.8306,0.9745,52.2,172.8,34,150,163.0,129,2178421.464305556
590,-9243,103,A,-0.7982,0.9757,-46.2,-57.0,37,26,143.0,131,2178599.105763889
589,-9237,108,T,0.071,1.0336,-0.8,33.4,86,163,113.0,195,2178775.9187037037
588,-9231,113,A,-0.0671,0.944,4.4,-91.8,86,16,207.0,436,2178953.2582523148
586,-9225,118,T,-0.6227,1.0534,-45.4,176.3,51,337,225.0,239,2179130.5668749996
585,-9219,123,A,0.6726,0.9433,52.6,-75.8,47,204,282.0,323,2179307.26369213
584,-9214,90,P,1.416,0.2376,68.5,88.1,0,165,0.0,0,2179455.726342593
584,-9213,128,P,-1.3244,0.3991,-70.8,57.0,0,229,0.0,0,2179485.2192476853
583,-9208,95,P,-1.2971,0.4503,-67.7,-0.8,0,7,0.0,0,2179631.9909953703
583,-9207,133,P,1.3823,0.2996,70.2,-11.5,0,323,0.0,0,2179661.4330902775
582,-9202,100,A,0.7798,0.9385,28.9,-6.5,39,179,365.0,443,2179810.0271874997
581,-9196,105,T,-0.5023,1.0698,-7.0,149.4,60,359,263.0,402,2179986.595393519
580,-9190,110,A,0.1055,0.9172,-17.5,-12.7,84,184,317.0,699,2180164.044884259
579,-9184,115,T,0.2409,1.0765,37.6,-112.8,76,173,255.0,371,2180341.314826389
577,-9178,120,A,-0.5725,0.9332,-57.9,-18.9,55,15,305.0,369,2180518.0309722223
576,-9172,125,P,1.022,0.9628,64.9,-137.1,0,22,0.0,0,2180695.954386574
575,-9166,130,P,-1.2239,0.5826,-64.2,114.3,0,151,0.0,0,2180872.271828704
574,-9161,97,A,-0.9304,0.9445,-46.9,117.9,21,325,548.0,315,2181020.7699999996
573,-9155,102,T,0.8334,1.0464,38.4,-108.8,33,213,274.0,210,2181197.375347222
572,-9149,107,A,-0.1907,0.9426,1.5,83.9,79,334,216.0,408,2181374.7860995373
571,-9143,112,T,0.1527,1.039,-0.4,-9.6,81,208,132.0,205,2181552.0350115737
570,-9137,117,A,0.556,0.9724,36.6,21.0,56,145,117.0,151,2181728.896481482
569,-9131,122,A,-0.5878,0.9863,-35.0,147.3,54,36,59.0,72,2181906.5336921294
568,-9126,89,P,-1.3986,0.2595,-61.4,153.7,0,253,0.0,0,2182053.8814814817
567,-9125,127,P,1.2522,0.5339,61.0,160.7,0,83,0.0,0,2182083.2976041664
567,-9120,94,Pe,1.5501,0.0254,61.5,89.8,0,295,0.0,0,2182231.0687499996
566,-9119,132,P,-1.3624,0.3436,-60.9,4.9,0,89,0.0,0,2182260.739664352
565,-9114,99,T,-0.7093,1.048,-50.7,-161.5,45,318,224.0,193,2182408.547326389
564,-9108,104,A,0.803,0.9515,60.0,10.2,36,231,295.0,229,2182585.093553241
563,-9102,109,H,-0.0276,1.0159,-17.1,-51.2,88,338,55.0,89,2182763.1614120374
562,-9096,114,H,0.0104,1.0093,18.8,-121.9,89,198,32.0,56,2182939.3491203706
561,-9090,119,A,0.7068,0.9538,23.9,156.0,45,159,234.0,308,2183117.539988426
560,-9084,124,T,-0.7388,1.0568,-25.3,25.1,42,18,275.0,299,2183293.9010532405
559,-9078,129,P,1.4301,0.235,63.6,105.2,0,144,0.0,0,2183471.6142245373
558,-9073,96,P,1.0541,0.9156,66.8,60.4,0,357,0.0,0,2183619.3267592588
558,-9072,134,P,-1.4464,0.1578,-64.3,111.8,0,29,0.0,0,2183648.6100694444
557,-9067,101,A,-0.9262,0.9396,-88.5,-67.7,22,125,608.0,240,2183795.8444560184
556,-9061,106,T,0.3243,1.0177,41.2,32.9,71,177,64.0,97,2183973.909351852
555,-9055,111,H,-0.1891,1.0052,-31.8,-65.6,79,6,18.0,30,2184150.1767824073
553,-9049,116,A,-0.4622,0.9638,-7.2,-69.9,62,354,148.0,284,2184328.205821759
552,-9043,121,T,0.4959,1.0448,11.2,88.8,60,189,172.0,256,2184504.7626851853
551,-9037,126,P,-1.2291,0.5699,-69.7,-58.8,0,331,0.0,0,2184682.2522569443
550,-9032,93,P,-1.5034,0.068,-71.8,-102.2,0,105,0.0,0,2184829.992974537
550,-9031,131,P,1.1708,0.6862,70.3,-113.8,0,219,0.0,0,2184859.4244791665
549,-9026,98,A,0.8726,0.9795,60.0,50.7,29,143,149.0,95,2185006.7802430554
548,-9020,103,A,-0.8459,0.9686,-54.3,-177.2,32,31,211.0,158,2185184.4197453703
547,-9014,108,T,0.1052,1.0392,5.4,-89.9,84,162,132.0,224,2185361.256643519
546,-9008,113,A,-0.1263,0.9398,-3.0,161.0,83,17,225.0,468,2185538.55
545,-9002,118,T,-0.5954,1.0569,-39.2,48.6,53,337,232.0,264,2185715.9163425923
544,-8996,123,A,0.6067,0.943,43.9,177.3,52,203,264.0,350,2185892.5512152775
543,-8991,90,P,1.4282,0.2159,69.5,-51.8,0,153,0.0,0,2186041.0813657404
543,-8990,128,P,-1.3066,0.4321,-71.4,-82.5,0,242,0.0,0,2186070.568796296
542,-8985,95,P,-1.3644,0.3257,-68.7,-120.2,0,18,0.0,0,2186217.290451389
542,-8984,133,P,1.3146,0.4205,71.0,-132.5,0,310,0.0,0,2186246.732939815
541,-8979,100,A,0.7886,0.9372,31.3,-132.8,38,174,380.0,446,2186395.369016204
540,-8973,105,T,-0.5742,1.07,-13.0,35.5,55,3,278.0,395,2186571.9058564818
539,-8967,110,A,0.1138,0.9175,-16.2,-132.2,84,179,316.0,704,2186749.3784027775
538,-8961,115,T,0.1668,1.0752,33.0,137.5,80,178,247.0,381,2186926.624953704
537,-8955,120,A,-0.5657,0.9352,-58.0,-135.5,55,7,294.0,360,2187103.372615741
536,-8949,125,T,0.949,1.0202,82.2,135.2,18,42,226.0,67,2187281.252546296
535,-8943,130,P,-1.2165,0.596,-65.2,-24.2,0,161,0.0,0,2187457.628796296
534,-8938,97,A-,-1.0071,0.9528,-62.6,34.0,0,312,0.0,0,2187606.049965278
533,-8932,102,T,0.8506,1.0438,37.9,119.6,31,209,273.0,203,2187782.73337963
532,-8926,107,A,-0.2623,0.9457,1.0,-16.7,75,337,207.0,397,2187960.0671643517
530,-8920,112,T,0.1762,1.0338,-3.0,-135.4,80,205,116.0,183,2188137.3840393517
529,-8914,117,A,0.4945,0.9788,37.4,-85.3,60,147,86.0,115,2188314.1972685186
528,-8908,122,A,-0.5573,0.9805,-37.6,29.1,56,35,82.0,102,2188491.862743056
528,-8903,89,P,-1.4251,0.2084,-61.1,20.7,0,262,0.0,0,2188639.2261458333
527,-8902,127,P,1.2008,0.6298,61.2,35.4,0,74,0.0,0,2188668.621076389
526,-8896,132,P,-1.3218,0.4131,-61.0,-114.4,0,98,0.0,0,2188846.0464467593
525,-8891,99,T,-0.7337,1.0496,-47.8,72.1,43,317,239.0,202,2188993.9002314815
524,-8885,104,A,0.8702,0.9497,59.9,-84.2,29,239,370.0,230,2189170.3805092596
523,-8879,109,H,-0.0451,1.0156,-14.3,-177.3,87,334,54.0,86,2189348.512488426
522,-8873,114,H,0.0799,1.0107,19.4,131.1,85,204,37.0,61,2189524.649953704
521,-8867,119,A,0.6948,0.9533,25.1,31.5,46,155,232.0,302,2189702.8798032408
520,-8861,124,T,-0.6677,1.0587,-21.4,-88.1,48,21,256.0,307,2189879.212962963
519,-8855,129,P,1.4194,0.2525,62.8,-23.3,0,134,0.0,0,2190056.945162037
518,-8850,96,P,1.1301,0.769,65.8,-60.8,0,347,0.0,0,2190204.6341087963
518,-8849,134,P,-1.3779,0.2915,-63.4,-10.4,0,39,0.0,0,2190233.9224305553
517,-8844,101,A,-0.9284,0.9414,-86.2,56.2,21,235,598.0,229,2190381.1902893516
516,-8838,106,H,0.4024,1.0143,47.2,-70.8,66,182,54.0,75,2190559.2041435186
515,-8832,111,H,-0.1943,1.0068,-33.9,167.0,79,1,24.0,39,2190735.535740741
514,-8826,116,A,-0.3825,0.9632,-0.4,-171.9,68,358,144.0,295,2190913.4835069445
513,-8820,121,T,0.4865,1.0441,8.2,-43.9,61,185,168.0,257,2191090.127337963
512,-8814,126,P,-1.15,0.7052,-68.8,-169.0,0,342,0.0,0,2191267.524594907
511,-8809,93,Pe,-1.5351,0.012,-71.4,121.2,0,119,0.0,0,2191415.333402778
511,-8808,131,P,1.16,0.7059,69.4,104.2,0,206,0.0,0,2191444.7835069443
510,-8803,98,A,0.9211,0.984,68.5,-76.4,22,130,147.0,67,2191592.0912962966
509,-8797,103,A,-0.8863,0.9616,-62.1,58.9,27,39,301.0,180,2191769.7388078705
508,-8791,108,T,0.1475,1.0448,12.1,148.9,81,162,151.0,250,2191946.5882523153
507,-8785,113,A,-0.1768,0.9357,-10.1,51.5,80,18,243.0,495,2192123.8486342593
506,-8779,118,T,-0.5611,1.0604,-32.7,-77.6,56,339,238.0,292,2192301.259710648
505,-8773,123,A,0.548,0.9424,35.8,68.4,57,201,253.0,377,2192477.84525463
504,-8768,90,P,1.4452,0.1856,70.4,169.4,0,140,0.0,0,2192626.431747685
504,-8767,128,P,-1.2826,0.4766,-71.8,139.8,0,256,0.0,0,2192655.9123726855
503,-8762,95,P,-1.428,0.2075,-69.6,118.6,0,29,0.0,0,2192802.5933680558
503,-8761,133,P,1.2525,0.5314,71.6,103.8,0,297,0.0,0,2192832.0385532407
502,-8756,100,A,0.8014,0.9363,34.6,102.0,36,169,395.0,437,2192980.7071412033
501,-8750,105,T,-0.645,1.0692,-19.9,-79.6,50,7,295.0,377,2193157.2174537037
500,-8744,110,A,0.1233,0.9185,-13.9,108.4,83,175,312.0,696,2193334.710787037
499,-8738,115,T,0.0933,1.073,27.5,26.7,84,183,238.0,384,2193511.935243055
499,-8732,120,A,-0.5588,0.9379,-56.8,107.6,56,358,279.0,348,2193688.7147222226
498,-8726,125,T,0.8757,1.0195,84.5,153.7,28,168,140.0,71,2193866.5499189813
497,-8720,130,P,-1.2108,0.6064,-66.3,-163.8,0,172,0.0,0,2194042.9876620374
496,-8715,97,P,-1.0884,0.8131,-63.3,-74.5,0,321,0.0,0,2194191.3253935184
495,-8709,102,T,0.863,1.0414,37.5,-14.0,30,204,271.0,197,2194368.0956597226
494,-8703,107,A,-0.3385,0.9485,-0.5,-116.1,70,340,200.0,387,2194545.344351852
493,-8697,112,T,0.1946,1.0289,-5.5,97.2,79,203,100.0,161,2194722.737141204
492,-8691,117,A,0.4275,0.985,37.7,170.4,64,150,58.0,82,2194899.4944097227
491,-8685,122,A,-0.533,0.9751,-40.6,-90.4,58,34,104.0,131,2195077.196412037
490,-8680,89,P,-1.4573,0.1459,-61.1,-110.7,0,271,0.0,0,2195224.5664467593
490,-8679,127,P,1.1445,0.7357,61.5,-88.9,0,66,0.0,0,2195253.941296296
489,-8673,132,P,-1.2867,0.4728,-61.2,124.7,0,107,0.0,0,2195431.357824074
488,-8668,99,T,-0.7639,1.051,-45.5,-53.0,40,317,257.0,210,2195579.248275463
487,-8662,104,A,0.9311,0.9474,60.0,180.0,21,248,526.0,233,2195755.6733449074
486,-8656,109,H,-0.0698,1.0154,-11.5,58.8,86,332,53.0,84,2195933.8569444446
485,-8650,114,Hm,0.1434,1.0115,19.0,22.0,82,207,40.0,65,2196109.9565393515
484,-8644,119,A,0.6757,0.9533,26.4,-90.3,47,151,226.0,293,2196288.213078704
483,-8638,124,T,-0.6019,1.0597,-19.1,157.3,53,24,242.0,307,2196464.529652778
482,-8632,129,P,1.4025,0.2805,62.1,-149.7,0,125,0.0,0,2196642.2706944444
481,-8627,96,P,1.2055,0.624,64.8,178.4,0,337,0.0,0,2196789.941539352
481,-8626,134,P,-1.3129,0.4178,-62.7,-133.4,0,48,0.0,0,2196819.2378472225
480,-8621,101,A,-0.9302,0.9438,-82.1,-85.3,21,251,578.0,217,2196966.5373958335
479,-8615,106,H,0.4836,1.0103,52.5,-171.4,61,189,41.0,52,2197144.4956134264
479,-8609,111,H,-0.1964,1.0089,-34.9,39.0,78,356,31.0,50,2197320.897835648
478,-8603,116,A,-0.2977,0.9622,5.9,88.6,73,2,144.0,304,2197498.756666667
477,-8597,121,T,0.4812,1.0438,6.2,-177.7,61,181,167.0,257,2197675.495428241
476,-8591,126,P,-1.0658,0.8496,-67.8,82.8,0,353,0.0,0,2197852.7932523144
475,-8585,131,P,1.154,0.7163,68.4,-38.4,0,194,0.0,0,2198030.146481482
474,-8580,98,A,0.9745,0.9872,75.5,130.6,12,89,214.0,47,2198177.3987152777
473,-8574,103,A,-0.9208,0.9547,-69.4,-70.7,22,51,428.0,198,2198355.0621180558
472,-8568,108,T,0.1946,1.0501,18.9,29.0,79,163,169.0,273,2198531.9164583334
471,-8562,113,A,-0.2211,0.9317,-16.9,-59.6,77,18,261.0,519,2198709.1521296296
470,-8556,118,T,-0.5205,1.0638,-25.9,157.8,58,341,243.0,321,2198886.597916667
469,-8550,123,A,0.4964,0.9417,28.2,-42.6,60,200,247.0,403,2199063.1458564815
468,-8545,90,P,1.467,0.1465,71.1,31.7,0,127,0.0,0,2199211.777361111
468,-8544,128,P,-1.2527,0.5323,-71.9,3.9,0,270,0.0,0,2199241.2502893517
467,-8539,95,Pe,-1.4863,0.099,-70.4,-5.0,0,42,0.0,0,2199387.901550926
467,-8538,133,P,1.1974,0.63,72.0,-22.7,0,283,0.0,0,2199417.3509953707
467,-8533,100,A,0.8194,0.9358,38.9,-21.9,35,164,415.0,421,2199566.0402430557
466,-8527,105,T,-0.7111,1.0676,-27.2,163.0,44,11,313.0,352,2199742.533171296
465,-8521,110,A,0.1365,0.92,-10.6,-10.1,82,171,306.0,678,2199920.040011574
464,-8515,115,Tm,0.0216,1.07,21.4,-85.4,89,186,228.0,380,2200097.2465740745
463,-8509,120,A,-0.55,0.9413,-54.3,-10.2,56,352,261.0,333,2200274.0555902775
462,-8503,125,T,0.8028,1.0171,75.4,68.1,36,191,99.0,68,2200451.8467939817
461,-8497,130,P,-1.2038,0.6192,-67.4,56.4,0,183,0.0,0,2200628.3458101857
460,-8492,97,P,-1.1731,0.6672,-64.2,178.1,0,331,0.0,0,2200776.5968518523
459,-8486,102,T,0.8712,1.0395,37.4,-149.3,29,199,268.0,193,2200953.4614699073
458,-8480,107,A,-0.4192,0.951,-3.3,145.5,65,344,196.0,379,2201130.618148148
457,-8474,112,T,0.208,1.0244,-7.6,-31.3,78,199,85.0,140,2201308.0938078705
457,-8468,117,A,0.3556,0.9909,37.3,67.7,69,155,34.0,51,2201484.788101852
456,-8462,122,A,-0.515,0.9698,-43.8,149.1,59,32,126.0,160,2201662.534710648
455,-8457,89,Pe,-1.497,0.0686,-61.2,120.1,0,280,0.0,0,2201809.900543981
455,-8456,127,P,1.0812,0.856,62.0,148.8,0,57,0.0,0,2201839.256041667
454,-8450,132,P,-1.2591,0.5193,-61.6,1.5,0,116,0.0,0,2202016.675381944
453,-8445,99,T,-0.8008,1.0522,-44.2,-175.9,37,317,283.0,217,2202164.590439815
452,-8439,104,An,0.9843,0.9439,60.9,87.6,9,260,0.0,235,2202340.9729745374
451,-8433,109,H,-0.1003,1.0153,-8.8,-63.2,84,331,53.0,84,2202519.195960648
450,-8427,114,H,0.2005,1.012,17.9,-89.6,78,209,42.0,66,2202695.2689699074
449,-8421,119,A,0.6516,0.9537,28.0,150.1,49,148,218.0,282,2202873.5414814814
448,-8415,124,T,-0.5396,1.06,-18.0,41.9,57,27,231.0,301,2203049.8495601853
448,-8409,129,P,1.3813,0.3154,61.5,85.4,0,116,0.0,0,2203227.5925462963
447,-8404,96,P,1.2804,0.4807,63.9,57.9,0,327,0.0,0,2203375.248888889
447,-8403,134,P,-1.251,0.5375,-62.1,102.9,0,57,0.0,0,2203404.555798611
446,-8398,101,A,-0.9327,0.9468,-77.9,141.3,21,259,553.0,205,2203551.884375
445,-8392,106,H,0.5641,1.0056,56.7,90.3,55,198,23.0,27,2203729.786747685
444,-8386,111,H,-0.1987,1.0115,-34.9,-89.2,78,351,40.0,64,2203906.2604398145
443,-8380,116,A,-0.2127,0.9607,11.4,-9.8,78,6,146.0,311,2204084.0290162037
442,-8374,121,T,0.4767,1.0439,5.0,48.4,61,177,167.0,257,2204260.8641898152
441,-8368,126,As,-0.9799,0.9383,-56.1,-23.4,11,3,0.0,359,2204438.06105324
441,-8362,131,P,1.1509,0.7215,67.3,178.8,0,183,0.0,0,2204615.5112384255
440,-8357,98,P,1.0343,0.9272,70.3,-31.7,0,38,0.0,0,2204762.701319444
439,-8351,103,A,-0.9481,0.9483,-75.4,149.9,18,71,613.0,213,2204940.3907407406
438,-8345,108,T,0.2487,1.0551,26.0,-88.8,75,164,188.0,290,2205117.2392245373
437,-8339,113,A,-0.2574,0.9281,-23.2,-172.5,75,17,279.0,537,2205294.4621759257
436,-8333,118,T,-0.4731,1.0668,-19.0,35.3,62,343,246.0,349,2205471.930300926
435,-8327,123,A,0.4531,0.9409,21.3,-156.1,63,199,244.0,427,2205648.454085648
435,-8322,90,P,1.4956,0.0953,71.6,-104.3,0,114,0.0,0,2205797.116585648
435,-8321,128,P,-1.2152,0.602,-71.8,-129.5,0,284,0.0,0,2205826.5811574073
434,-8315,133,P,1.1489,0.7168,72.1,-151.8,0,270,0.0,0,2206002.6697800923
433,-8310,100,A,0.8426,0.9356,44.1,-144.7,32,159,442.0,398,2206151.368171296
432,-8304,105,T,-0.7736,1.0652,-35.1,43.6,39,16,335.0,319,2206327.8517939816
431,-8298,110,A,0.1543,0.9222,-6.5,-127.7,81,168,297.0,651,2206505.365127315
430,-8292,115,T,-0.0471,1.0662,14.9,160.9,87,11,217.0,368,2206682.559907407
429,-8286,120,A,-0.5391,0.9452,-50.6,-129.0,57,346,240.0,316,2206859.3949999996
429,-8280,125,T,0.7307,1.0139,66.5,-35.7,43,197,70.0,60,2207037.143726852
428,-8274,130,P,-1.1961,0.6333,-68.4,-83.8,0,194,0.0,0,2207213.703726852
427,-8269,97,P,-1.2597,0.5183,-65.1,71.4,0,340,0.0,0,2207361.8658564817
427,-8268,135,Pb,1.5532,0.0063,67.8,12.6,0,352,0.0,0,2207391.4490509257
426,-8263,102,T,0.8766,1.038,37.6,74.2,28,194,265.0,189,2207538.8297569444
425,-8257,107,A,-0.5032,0.9531,-7.3,47.6,60,347,197.0,370,2207715.889270833
424,-8251,112,T,0.2172,1.0202,-9.2,-160.8,78,195,71.0,121,2207893.453587963
424,-8245,117,A,0.2806,0.9964,36.1,-34.2,74,160,13.0,20,2208070.0801273147
423,-8239,122,A,-0.5012,0.9651,-46.8,28.4,60,28,145.0,186,2208247.875821759
422,-8233,127,P,1.0149,0.983,62.6,27.0,0,48,0.0,0,2208424.5689120367
421,-8227,132,P,-1.237,0.556,-62.1,-123.4,0,126,0.0,0,2208601.9974305555
420,-8222,99,T,-0.8444,1.0528,-44.2,63.3,32,318,319.0,222,2208749.9270138885
419,-8216,104,P,1.0305,0.9134,60.9,-12.4,0,268,0.0,0,2208926.2790972223
419,-8210,109,H,-0.1386,1.0152,-6.4,177.4,82,331,52.0,83,2209104.527951389
418,-8204,114,H,0.2506,1.0122,16.2,156.1,75,210,43.0,67,2209280.5881712968
417,-8198,119,A,0.6182,0.9543,29.5,34.1,52,146,207.0,272,2209458.8615856487
416,-8192,124,T,-0.4842,1.0596,-18.1,-75.7,61,29,221.0,293,2209635.175671296
415,-8186,129,P,1.3524,0.3632,61.2,-37.0,0,107,0.0,0,2209812.907986111
414,-8181,96,P,1.3535,0.3419,63.2,-62.6,0,318,0.0,0,2209960.5572453705
414,-8180,134,P,-1.1933,0.6482,-61.6,-21.9,0,66,0.0,0,2209989.877210648
414,-8175,101,A,-0.9371,0.9504,-73.9,10.9,20,265,531.0,191,2210137.2303356486
413,-8169,106,H,0.6451,1.0002,59.8,-5.5,50,208,1.0,1,2210315.0767708328
412,-8163,111,H,-0.2011,1.0147,-33.9,142.5,78,346,52.0,80,2210491.6233333335
411,-8157,116,A,-0.1253,0.9586,16.0,-106.7,83,10,151.0,317,2210669.2990509258
410,-8151,121,T,0.4741,1.0444,4.7,-86.0,62,172,168.0,257,2210846.2346064816
409,-8145,126,A,-0.8922,0.9433,-39.6,-123.3,27,7,465.0,385,2211023.3278935184
409,-8139,131,P,1.15,0.7229,66.3,36.2,0,172,0.0,0,2211200.8774189814
408,-8134,98,P,1.0972,0.815,69.4,-152.3,0,26,0.0,0,2211348.0018402776
407,-8128,103,A,-0.9696,0.9422,-78.6,-5.8,13,106,920.0,224,2211525.7237731484
406,-8122,108,T,0.3077,1.0597,33.1,155.2,72,166,206.0,302,2211702.558518518
405,-8116,113,A,-0.2873,0.9247,-29.0,73.3,73,16,296.0,552,2211879.777372685
405,-8110,118,T,-0.42,1.0695,-12.0,-85.4,65,345,249.0,375,2212057.2580555556
404,-8104,123,A,0.417,0.9402,15.1,88.4,65,197,242.0,449,2212233.768715278
403,-8099,90,Pe,1.5306,0.0325,71.9,121.7,0,100,0.0,0,2212382.4494675924
403,-8098,128,P,-1.1717,0.683,-71.5,99.5,0,297,0.0,0,2212411.906226852
402,-8092,133,P,1.1079,0.7902,72.0,76.5,0,255,0.0,0,2212587.995752315
401,-8087,100,A,0.872,0.9354,50.4,93.4,29,154,488.0,371,2212736.6901273145
401,-8081,105,T,-0.8312,1.0622,-43.4,-78.6,33,21,365.0,283,2212913.1746064816
400,-8075,110,A,0.1778,0.9248,-1.5,116.0,80,165,287.0,617,2213090.6854513884
399,-8069,115,T,-0.1116,1.0618,8.1,45.7,84,13,204.0,348,2213267.876134259
398,-8063,120,A,-0.5226,0.9499,-46.0,111.9,58,343,216.0,295,2213444.73025463
397,-8057,125,H,0.6616,1.0098,58.0,-143.3,48,199,45.0,46,2213622.4424652774
